Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/22/2020,02/22/2020,By week,North Carolina,Week-ending,0,"1,897",0.96,117,0,29,146,
05/13/2020,02/29/2020,02/29/2020,By week,North Carolina,Week-ending,0,"1,897",0.99,110,0,30,140,
05/13/2020,03/07/2020,03/07/2020,By week,North Carolina,Week-ending,,"1,906",0.98,102,0,23,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,North Carolina,Week-ending,0,"1,668",0.87,87,0,13,100,
05/13/2020,03/21/2020,03/21/2020,By week,North Carolina,Week-ending,0,"1,271",0.67,72,0,17,89,
05/13/2020,03/28/2020,03/28/2020,By week,North Carolina,Week-ending,,481,0.26,37,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,North Carolina,Week-ending,,104,0.06,12,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,North Carolina,Week-ending,,,0,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,North Carolina,Week-ending,12,13,0.01,,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,North Carolina,Week-ending,,,0,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/13/2020,05/09/2020,05/09/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/13/2020,02/01/2020,02/01/2020,By week,North Dakota,Week-ending,0,130,0.97,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,North Dakota,Week-ending,0,137,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,North Dakota,Week-ending,0,145,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,North Dakota,Week-ending,0,174,1.17,11,0,0,11,
05/13/2020,02/29/2020,02/29/2020,By week,North Dakota,Week-ending,0,149,1.06,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,North Dakota,Week-ending,0,163,1.19,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,North Dakota,Week-ending,0,140,1.08,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,North Dakota,Week-ending,0,119,0.86,20,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,North Dakota,Week-ending,,88,0.63,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,North Dakota,Week-ending,,81,0.5,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,North Dakota,Week-ending,,94,0.68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,North Dakota,Week-ending,,103,0.72,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,North Dakota,Week-ending,,102,0.78,14,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,North Dakota,Week-ending,,86,0.62,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,North Dakota,Week-ending,,32,0.23,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Ohio,Week-ending,0,"2,483",0.97,124,0,26,150,
05/13/2020,02/08/2020,02/08/2020,By week,Ohio,Week-ending,0,"2,524",0.98,128,0,18,146,
05/13/2020,02/15/2020,02/15/2020,By week,Ohio,Week-ending,0,"2,465",0.99,137,0,23,160,
05/13/2020,02/22/2020,02/22/2020,By week,Ohio,Week-ending,0,"2,499",0.99,118,0,19,137,
05/13/2020,02/29/2020,02/29/2020,By week,Ohio,Week-ending,0,"2,424",0.97,120,0,30,150,
05/13/2020,03/07/2020,03/07/2020,By week,Ohio,Week-ending,0,"2,401",0.95,133,0,20,153,
05/13/2020,03/14/2020,03/14/2020,By week,Ohio,Week-ending,,"2,329",0.94,128,,38,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Ohio,Week-ending,,"2,130",0.85,136,,21,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Ohio,Week-ending,30,"2,209",0.9,161,10,21,202,
05/13/2020,04/04/2020,04/04/2020,By week,Ohio,Week-ending,106,"2,360",0.93,183,46,,251,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Ohio,Week-ending,146,"2,439",1.01,217,65,,304,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Ohio,Week-ending,178,"2,247",0.95,200,88,,294,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Ohio,Week-ending,100,"1,826",0.79,124,46,,182,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Ohio,Week-ending,44,"1,023",0.44,48,15,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Ohio,Week-ending,,356,0.15,16,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Oklahoma,Week-ending,0,719,0.83,65,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,797,0.93,56,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,777,0.88,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,740,0.89,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,778,0.96,69,0,13,82,
05/13/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,,783,0.94,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,769,0.94,71,0,16,87,
05/13/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,787,0.98,70,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,16,803,1.08,73,,10,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,37,722,0.96,84,17,,107,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,46,773,1.03,86,22,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,40,692,0.93,63,14,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,26,563,0.76,47,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,,305,0.4,20,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Oklahoma,Week-ending,0,51,0.07,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,724,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,0.97,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,776,1.08,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,728,1,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,0.99,32,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,780,1.04,35,0,10,45,
05/13/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,732,0.96,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,756,1.04,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,746,1.03,43,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,22,743,1.02,50,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,21,717,1.01,51,11,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,21,624,0.86,31,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,17,536,0.77,29,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,,330,0.49,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Oregon,Week-ending,0,114,0.16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,"1,953",0.68,106,0,12,118,
05/13/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,"1,961",0.68,91,0,13,104,
05/13/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,"1,932",0.67,117,0,14,131,
05/13/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,"1,915",0.68,100,0,16,116,
05/13/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,"1,966",0.71,98,0,14,112,
05/13/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,"1,937",0.69,107,0,28,135,
05/13/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,"2,056",0.74,120,0,24,144,
05/13/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,"2,192",0.8,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,50,"2,561",0.95,189,26,20,233,
05/13/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,183,"2,825",1.05,261,77,10,377,
05/13/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,554,"3,215",1.2,428,226,,757,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,725,"3,256",1.23,427,269,,885,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,422,"1,874",0.73,233,159,,498,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,77,"1,820",0.72,122,29,0,170,
05/13/2020,05/09/2020,05/09/2020,By week,Pennsylvania,Week-ending,121,"1,199",0.49,104,52,0,173,
05/13/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,219,1,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,1.03,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,181,0.81,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.01,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,236,1.11,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,247,1.13,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,191,0.94,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,207,0.99,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,177,0.91,11,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,16,209,0.96,13,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,30,193,0.99,16,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,49,195,0.94,26,17,0,58,
05/13/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,27,121,0.6,18,10,0,35,
05/13/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,,47,0.21,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Rhode Island,Week-ending,0,11,0.06,0,0,0,0,
05/13/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,"1,029",0.98,59,0,11,70,
05/13/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,"1,094",1.07,60,0,17,77,
05/13/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,"1,000",0.98,69,0,16,85,
05/13/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,"1,033",1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,"1,040",1.1,58,0,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,"1,128",1.14,64,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,"1,097",1.12,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,"1,065",1.07,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,"1,026",1.07,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,35,"1,034",1.07,81,17,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,51,"1,110",1.16,77,18,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,43,"1,011",1.11,72,15,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,37,901,0.98,63,12,0,88,
05/13/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,,662,0.72,37,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,South Carolina,Week-ending,,406,0.45,24,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.94,10,0,0,10,
05/13/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,0.89,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.07,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,1.05,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,0.94,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,1.1,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,166,0.99,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,1.02,12,0,0,12,
05/13/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,0.92,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,164,1.03,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,145,0.9,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,144,0.9,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,144,1,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,10,96,0.58,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,South Dakota,Week-ending,0,26,0.17,0,0,0,0,
05/13/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,"1,582",1.04,126,0,12,138,
05/13/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,"1,604",1.01,123,0,14,137,
05/13/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,"1,440",0.93,114,0,14,128,
05/13/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,"1,503",1,98,0,10,108,
05/13/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,"1,484",1.01,109,0,15,124,
05/13/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,"1,596",1.1,118,0,13,131,
05/13/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,"1,570",1.06,104,0,12,116,
05/13/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,"1,501",1.03,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,"1,490",1.02,118,,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,51,"1,526",1.04,131,20,,171,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,50,"1,457",1.01,137,30,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,32,"1,457",1.04,105,14,0,123,
05/13/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,16,"1,262",0.87,87,,0,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,,937,0.67,50,,0,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,,386,0.28,23,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,"4,154",0.97,276,0,30,306,
05/13/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,"4,306",1.01,281,0,37,318,
05/13/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,"4,322",1.02,299,0,44,343,
05/13/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,"4,181",1.01,279,0,35,314,
05/13/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,"4,115",1.01,299,0,39,338,
05/13/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,"4,141",0.99,273,0,38,311,
05/13/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,"4,104",1.02,300,0,34,334,
05/13/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,"4,181",1.05,322,,23,350,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,42,"4,175",1.07,338,14,17,381,
05/13/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,112,"4,064",1.07,351,42,,427,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,177,"4,102",1.06,385,67,,499,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,187,"3,971",1.04,369,96,,463,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,140,"3,770",0.99,265,57,,354,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,69,"2,710",0.71,200,34,,239,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,,952,0.26,57,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.97,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,0.74,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,401,0.99,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,403,1.09,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,394,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,405,1.13,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,376,0.99,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
